country,IN,2011,Primary Only ,Government,2015,708642
country,IN,2011,Primary With Upper Primary ,Government,2015,172607
country,IN,2011,Primary With Upper Primary Sec/H.Sec ,Government,2015,12628
country,IN,2011,Upper Primary Only ,Government,2015,119634
country,IN,2011,Upper Primary With Sec./H.Sec ,Government,2015,19570
country,IN,2011,Primary With Upper Primary Sec ,Government,2015,13968
country,IN,2011,Upper Primary With  Sec. ,Government,2015,29764
country,IN,2011,Primary Only ,Private,2015,110729
country,IN,2011,Primary With Upper Primary ,Private,2015,97208
country,IN,2011,Primary With Upper Primary Sec/H.Sec ,Private,2015,27725
country,IN,2011,Upper Primary Only ,Private,2015,26703
country,IN,2011,Upper Primary With Sec./H.Sec ,Private,2015,15919
country,IN,2011,Primary With Upper Primary Sec ,Private,2015,33862
country,IN,2011,Upper Primary With  Sec. ,Private,2015,22304
district,532,2011,Primary Only ,Government,2015,2978
district,532,2011,Primary With Upper Primary ,Government,2015,408
district,532,2011,Primary With Upper Primary Sec/H.Sec ,Government,2015,9
district,532,2011,Upper Primary Only ,Government,2015,0
district,532,2011,Upper Primary With Sec./H.Sec ,Government,2015,10
district,532,2011,Primary With Upper Primary Sec ,Government,2015,122
district,532,2011,Upper Primary With  Sec. ,Government,2015,432
district,532,2011,Primary Only ,Private,2015,71
district,532,2011,Primary With Upper Primary ,Private,2015,302
district,532,2011,Primary With Upper Primary Sec/H.Sec ,Private,2015,0
district,532,2011,Upper Primary Only ,Private,2015,0
district,532,2011,Upper Primary With Sec./H.Sec ,Private,2015,0
district,532,2011,Primary With Upper Primary Sec ,Private,2015,247
district,532,2011,Upper Primary With  Sec. ,Private,2015,44
district,146,2011,Primary Only ,Government,2015,2088
district,146,2011,Primary With Upper Primary ,Government,2015,5
district,146,2011,Primary With Upper Primary Sec/H.Sec ,Government,2015,1
district,146,2011,Upper Primary Only ,Government,2015,885
district,146,2011,Upper Primary With Sec./H.Sec ,Government,2015,9
district,146,2011,Primary With Upper Primary Sec ,Government,2015,0
district,146,2011,Upper Primary With  Sec. ,Government,2015,1
district,146,2011,Primary Only ,Private,2015,958
district,146,2011,Primary With Upper Primary ,Private,2015,347
district,146,2011,Primary With Upper Primary Sec/H.Sec ,Private,2015,97
district,146,2011,Upper Primary Only ,Private,2015,218
district,146,2011,Upper Primary With Sec./H.Sec ,Private,2015,158
district,146,2011,Primary With Upper Primary Sec ,Private,2015,49
district,146,2011,Upper Primary With  Sec. ,Private,2015,61
district,474,2011,Primary Only ,Government,2015,3088
district,474,2011,Primary With Upper Primary ,Government,2015,577
district,474,2011,Primary With Upper Primary Sec/H.Sec ,Government,2015,9
district,474,2011,Upper Primary Only ,Government,2015,0
district,474,2011,Upper Primary With Sec./H.Sec ,Government,2015,1
district,474,2011,Primary With Upper Primary Sec ,Government,2015,12
district,474,2011,Upper Primary With  Sec. ,Government,2015,5
district,474,2011,Primary Only ,Private,2015,275
district,474,2011,Primary With Upper Primary ,Private,2015,235
district,474,2011,Primary With Upper Primary Sec/H.Sec ,Private,2015,25
district,474,2011,Upper Primary Only ,Private,2015,0
district,474,2011,Upper Primary With Sec./H.Sec ,Private,2015,253
district,474,2011,Primary With Upper Primary Sec ,Private,2015,42
district,474,2011,Upper Primary With  Sec. ,Private,2015,392
district,522,2011,Primary Only ,Government,2015,3088
district,522,2011,Primary With Upper Primary ,Government,2015,577
district,522,2011,Primary With Upper Primary Sec/H.Sec ,Government,2015,9
district,522,2011,Upper Primary Only ,Government,2015,0
district,522,2011,Upper Primary With Sec./H.Sec ,Government,2015,1
district,522,2011,Primary With Upper Primary Sec ,Government,2015,12
district,522,2011,Upper Primary With  Sec. ,Government,2015,5
district,522,2011,Primary Only ,Private,2015,275
district,522,2011,Primary With Upper Primary ,Private,2015,235
district,522,2011,Primary With Upper Primary Sec/H.Sec ,Private,2015,25
district,522,2011,Upper Primary Only ,Private,2015,0
district,522,2011,Upper Primary With Sec./H.Sec ,Private,2015,253
district,522,2011,Primary With Upper Primary Sec ,Private,2015,42
district,522,2011,Upper Primary With  Sec. ,Private,2015,392
district,283,2011,Primary Only ,Government,2015,274
district,283,2011,Primary With Upper Primary ,Government,2015,1
district,283,2011,Primary With Upper Primary Sec/H.Sec ,Government,2015,0
district,283,2011,Upper Primary Only ,Government,2015,207
district,283,2011,Upper Primary With Sec./H.Sec ,Government,2015,0
district,283,2011,Primary With Upper Primary Sec ,Government,2015,0
district,283,2011,Upper Primary With  Sec. ,Government,2015,0
district,283,2011,Primary Only ,Private,2015,34
district,283,2011,Primary With Upper Primary ,Private,2015,162
district,283,2011,Primary With Upper Primary Sec/H.Sec ,Private,2015,0
district,283,2011,Upper Primary Only ,Private,2015,38
district,283,2011,Upper Primary With Sec./H.Sec ,Private,2015,0
