country,IN,2011,1 person,2011,9069695
country,IN,2011,2 persons,2011,24058914
country,IN,2011,3 persons,2011,33842453
country,IN,2011,4 persons,2011,56216057
country,IN,2011,5 persons,2011,46419606
country,IN,2011,6-8 persons,2011,61553781
country,IN,2011,9 persons & above,2011,16374942
district,532,2011,1 person,2011,27018
district,532,2011,2 persons,2011,80780
district,532,2011,3 persons,2011,103066
district,532,2011,4 persons,2011,182282
district,532,2011,5 persons,2011,132039
district,532,2011,6-8 persons,2011,114585
district,532,2011,9 persons & above,2011,12000
district,146,2011,1 person,2011,12126
district,146,2011,2 persons,2011,35682
district,146,2011,3 persons,2011,50532
district,146,2011,4 persons,2011,93722
district,146,2011,5 persons,2011,115634
district,146,2011,6-8 persons,2011,258683
district,146,2011,9 persons & above,2011,106231
district,474,2011,1 person,2011,50790
district,474,2011,2 persons,2011,131943
district,474,2011,3 persons,2011,210889
district,474,2011,4 persons,2011,375703
district,474,2011,5 persons,2011,294359
district,474,2011,6-8 persons,2011,349856
district,474,2011,9 persons & above,2011,81116
district,522,2011,1 person,2011,33434
district,522,2011,2 persons,2011,82081
district,522,2011,3 persons,2011,96430
district,522,2011,4 persons,2011,217812
district,522,2011,5 persons,2011,180934
district,522,2011,6-8 persons,2011,226142
district,522,2011,9 persons & above,2011,64915
district,283,2011,1 person,2011,4018
district,283,2011,2 persons,2011,7194
district,283,2011,3 persons,2011,10677
district,283,2011,4 persons,2011,15555
district,283,2011,5 persons,2011,16809
district,283,2011,6-8 persons,2011,22808
district,283,2011,9 persons & above,2011,4851
district,119,2011,1 person,2011,18014
district,119,2011,2 persons,2011,42264
district,119,2011,3 persons,2011,49429
district,119,2011,4 persons,2011,88933
district,119,2011,5 persons,2011,92359
district,119,2011,6-8 persons,2011,147203
district,119,2011,9 persons & above,2011,45729
district,501,2011,1 person,2011,13577
district,501,2011,2 persons,2011,40804
district,501,2011,3 persons,2011,52202
district,501,2011,4 persons,2011,97428
district,501,2011,5 persons,2011,84591
district,501,2011,6-8 persons,2011,86078
district,501,2011,9 persons & above,2011,16455
district,598,2011,1 person,2011,20266
district,598,2011,2 persons,2011,60721
district,598,2011,3 persons,2011,102594
district,598,2011,4 persons,2011,168549
district,598,2011,5 persons,2011,97172
district,598,2011,6-8 persons,2011,70844
district,598,2011,9 persons & above,2011,8129
district,143,2011,1 person,2011,13980
district,143,2011,2 persons,2011,35660
district,143,2011,3 persons,2011,46960
district,143,2011,4 persons,2011,82019
district,143,2011,5 persons,2011,104339
district,143,2011,6-8 persons,2011,235182
district,143,2011,9 persons & above,2011,86472
district,465,2011,1 person,2011,1627
district,465,2011,2 persons,2011,5606
district,465,2011,3 persons,2011,7875
district,465,2011,4 persons,2011,14579
district,465,2011,5 persons,2011,20531
district,465,2011,6-8 persons,2011,57090
district,465,2011,9 persons & above,2011,24439
district,175,2011,1 person,2011,20804
district,175,2011,2 persons,2011,58163
district,175,2011,3 persons,2011,68360
district,175,2011,4 persons,2011,118881
district,175,2011,5 persons,2011,151521
district,175,2011,6-8 persons,2011,325893
district,175,2011,9 persons & above,2011,154931
district,64,2011,1 person,2011,12916
district,64,2011,2 persons,2011,14375
district,64,2011,3 persons,2011,17500
district,64,2011,4 persons,2011,25736
district,64,2011,5 persons,2011,26397
district,64,2011,6-8 persons,2011,36077
district,64,2011,9 persons & above,2011,6256
district,104,2011,1 person,2011,14425
district,104,2011,2 persons,2011,40322
district,104,2011,3 persons,2011,52787
district,104,2011,4 persons,2011,114385
district,104,2011,5 persons,2011,120997
district,104,2011,6-8 persons,2011,205655
district,104,2011,9 persons & above,2011,80342
district,70,2011,1 person,2011,5230
district,70,2011,2 persons,2011,13528
district,70,2011,3 persons,2011,22812
district,70,2011,4 persons,2011,51168
district,70,2011,5 persons,2011,46914
district,70,2011,6-8 persons,2011,54266
district,70,2011,9 persons & above,2011,14153
district,178,2011,1 person,2011,8025
district,178,2011,2 persons,2011,17701
district,178,2011,3 persons,2011,21375
