country,IN,2011,Below Primary,2001,158702781
country,IN,2011,Primary,2001,155383964
country,IN,2011,Middle,2001,96909998
country,IN,2011,Secondary Matric,2001,126086463
country,IN,2011,Graduate Above,2001,40147058
district,532,2011,Below Primary,2001,347433
district,532,2011,Primary,2001,305503
district,532,2011,Middle,2001,114789
district,532,2011,Secondary Matric,2001,254169
district,532,2011,Graduate Above,2001,43564
district,146,2011,Below Primary,2001,420294
district,146,2011,Primary,2001,422524
district,146,2011,Middle,2001,342632
district,146,2011,Secondary Matric,2001,428490
district,146,2011,Graduate Above,2001,145320
district,474,2011,Below Primary,2001,816251
district,474,2011,Primary,2001,963479
district,474,2011,Middle,2001,602259
district,474,2011,Secondary Matric,2001,1113922
district,474,2011,Graduate Above,2001,479990
district,522,2011,Below Primary,2001,726356
district,522,2011,Primary,2001,718363
district,522,2011,Middle,2001,355240
district,522,2011,Secondary Matric,2001,593593
district,522,2011,Graduate Above,2001,149809
district,283,2011,Below Primary,2001,80883
district,283,2011,Primary,2001,67374
district,283,2011,Middle,2001,58941
district,283,2011,Secondary Matric,2001,43311
district,283,2011,Graduate Above,2001,16154
district,119,2011,Below Primary,2001,322150
district,119,2011,Primary,2001,294587
district,119,2011,Middle,2001,189918
district,119,2011,Secondary Matric,2001,222930
district,119,2011,Graduate Above,2001,99061
district,501,2011,Below Primary,2001,326724
district,501,2011,Primary,2001,280039
district,501,2011,Middle,2001,177990
district,501,2011,Secondary Matric,2001,268309
district,501,2011,Graduate Above,2001,63735
district,598,2011,Below Primary,2001,321620
district,598,2011,Primary,2001,378825
district,598,2011,Middle,2001,425623
district,598,2011,Secondary Matric,2001,513397
district,598,2011,Graduate Above,2001,99917
district,143,2011,Below Primary,2001,343151
district,143,2011,Primary,2001,320601
district,143,2011,Middle,2001,286958
district,143,2011,Secondary Matric,2001,314134
district,143,2011,Graduate Above,2001,101715
district,465,2011,Below Primary,2001,536398
district,465,2011,Primary,2001,542568
district,465,2011,Middle,2001,404832
district,465,2011,Secondary Matric,2001,616060
district,465,2011,Graduate Above,2001,254138
district,175,2011,Below Primary,2001,536398
district,175,2011,Primary,2001,542568
district,175,2011,Middle,2001,404832
district,175,2011,Secondary Matric,2001,616060
district,175,2011,Graduate Above,2001,254138
district,64,2011,Below Primary,2001,90912
district,64,2011,Primary,2001,112370
district,64,2011,Middle,2001,85177
district,64,2011,Secondary Matric,2001,75309
district,64,2011,Graduate Above,2001,21832
district,104,2011,Below Primary,2001,416188
district,104,2011,Primary,2001,397269
district,104,2011,Middle,2001,279773
district,104,2011,Secondary Matric,2001,258478
district,104,2011,Graduate Above,2001,74707
district,70,2011,Below Primary,2001,113292
district,70,2011,Primary,2001,177353
district,70,2011,Middle,2001,115883
district,70,2011,Secondary Matric,2001,192036
district,70,2011,Graduate Above,2001,58843
district,178,2011,Below Primary,2001,252500
district,178,2011,Primary,2001,263863
district,178,2011,Middle,2001,182351
district,178,2011,Secondary Matric,2001,166943
district,178,2011,Graduate Above,2001,54150
district,503,2011,Below Primary,2001,537635
district,503,2011,Primary,2001,433284
district,503,2011,Middle,2001,305648
district,503,2011,Secondary Matric,2001,431104
district,503,2011,Graduate Above,2001,114536
district,480,2011,Below Primary,2001,272031
district,480,2011,Primary,2001,255693
district,480,2011,Middle,2001,100584
district,480,2011,Secondary Matric,2001,133486
district,480,2011,Graduate Above,2001,20031
district,49,2011,Below Primary,2001,330327
district,49,2011,Primary,2001,440311
district,49,2011,Middle,2001,281407
district,49,2011,Secondary Matric,2001,588144
district,49,2011,Graduate Above,2001,116805
district,482,2011,Below Primary,2001,323092
district,482,2011,Primary,2001,328052
district,482,2011,Middle,2001,163168
district,482,2011,Secondary Matric,2001,299294
district,482,2011,Graduate Above,2001,71226
district,553,2011,Below Primary,2001,398372
district,553,2011,Primary,2001,667978
district,553,2011,Middle,2001,177709
district,553,2011,Secondary Matric,2001,380349
district,553,2011,Graduate Above,2001,102827
district,14,2011,Below Primary,2001,90591
district,14,2011,Primary,2001,97284
district,14,2011,Middle,2001,97638
district,14,2011,Secondary Matric,2001,110811
district,14,2011,Graduate Above,2001,25804
district,260,2011,Below Primary,2001,170917
district,260,2011,Primary,2001,169716
district,260,2011,Middle,2001,72976
district,260,2011,Secondary Matric,2001,90784
district,260,2011,Graduate Above,2001,26900
district,384,2011,Below Primary,2001,170917
district,384,2011,Primary,2001,169716
district,384,2011,Middle,2001,72976
district,384,2011,Secondary Matric,2001,90784
district,384,2011,Graduate Above,2001,26900
district,461,2011,Below Primary,2001,170917
district,461,2011,Primary,2001,169716
district,461,2011,Middle,2001,72976
district,461,2011,Secondary Matric,2001,90784
district,461,2011,Graduate Above,2001,26900
district,209,2011,Below Primary,2001,170917
district,209,2011,Primary,2001,169716
district,209,2011,Middle,2001,72976
district,209,2011,Secondary Matric,2001,90784
district,209,2011,Graduate Above,2001,26900
district,616,2011,Below Primary,2001,77585
district,616,2011,Primary,2001,126949
district,616,2011,Middle,2001,69827
district,616,2011,Secondary Matric,2001,83915
district,616,2011,Graduate Above,2001,14700
district,240,2011,Below Primary,2001,152325
district,240,2011,Primary,2001,164161
district,240,2011,Middle,2001,167635
district,240,2011,Secondary Matric,2001,145814
district,240,2011,Graduate Above,2001,40118
district,459,2011,Below Primary,2001,152325
district,459,2011,Primary,2001,164161
district,459,2011,Middle,2001,167635
district,459,2011,Secondary Matric,2001,145814
district,459,2011,Graduate Above,2001,40118
district,162,2011,Below Primary,2001,152325
district,162,2011,Primary,2001,164161
district,162,2011,Middle,2001,167635
district,162,2011,Secondary Matric,2001,145814
district,162,2011,Graduate Above,2001,40118
district,235,2011,Below Primary,2001,714298
district,515,2011,Below Primary,2001,714298
district,235,2011,Primary,2001,701167
district,515,2011,Primary,2001,701167
district,235,2011,Middle,2001,367897
district,515,2011,Middle,2001,367897
district,235,2011,Secondary Matric,2001,651148
district,515,2011,Secondary Matric,2001,651148
district,235,2011,Graduate Above,2001,178910
district,515,2011,Graduate Above,2001,178910
district,191,2011,Below Primary,2001,481703
district,191,2011,Primary,2001,488064
district,191,2011,Middle,2001,301696
district,191,2011,Secondary Matric,2001,335005
district,191,2011,Graduate Above,2001,88331
district,2,2011,Below Primary,2001,47633
district,2,2011,Primary,2001,49071
district,2,2011,Middle,2001,43950
district,2,2011,Secondary Matric,2001,52789
district,2,2011,Graduate Above,2001,12608
district,556,2011,Below Primary,2001,254452
district,556,2011,Primary,2001,230572
district,556,2011,Middle,2001,73843
district,556,2011,Secondary Matric,2001,175891
district,556,2011,Graduate Above,2001,43406
district,63,2011,Below Primary,2001,38197
district,63,2011,Primary,2001,43314
district,63,2011,Middle,2001,33283
district,63,2011,Secondary Matric,2001,25892
district,63,2011,Graduate Above,2001,5029
district,139,2011,Below Primary,2001,135812
district,139,2011,Primary,2001,136783
district,139,2011,Middle,2001,130501
district,139,2011,Secondary Matric,2001,159698
district,139,2011,Graduate Above,2001,35506
district,180,2011,Below Primary,2001,202872
district,180,2011,Primary,2001,180251
district,180,2011,Middle,2001,98848
district,180,2011,Secondary Matric,2001,94105
district,180,2011,Graduate Above,2001,30157
district,324,2011,Below Primary,2001,303327
district,324,2011,Primary,2001,260633
district,324,2011,Middle,2001,137143
district,324,2011,Secondary Matric,2001,119334
district,324,2011,Graduate Above,2001,35809
district,457,2011,Below Primary,2001,303327
district,457,2011,Primary,2001,260633
district,457,2011,Middle,2001,137143
district,457,2011,Secondary Matric,2001,119334
district,457,2011,Graduate Above,2001,35809
district,393,2011,Below Primary,2001,196334
district,393,2011,Primary,2001,202083
district,393,2011,Middle,2001,80273
district,393,2011,Secondary Matric,2001,107242
district,393,2011,Graduate Above,2001,28036
district,377,2011,Below Primary,2001,352280
district,377,2011,Primary,2001,365601
district,377,2011,Middle,2001,177018
district,377,2011,Secondary Matric,2001,235371
district,377,2011,Graduate Above,2001,76372
district,193,2011,Below Primary,2001,278437
district,193,2011,Primary,2001,290499
district,193,2011,Middle,2001,242750
district,193,2011,Secondary Matric,2001,356292
district,193,2011,Graduate Above,2001,79805
district,182,2011,Below Primary,2001,150287
district,182,2011,Primary,2001,130160
district,182,2011,Middle,2001,68865
district,182,2011,Secondary Matric,2001,63201
district,182,2011,Graduate Above,2001,18324
district,469,2011,Below Primary,2001,424367
district,469,2011,Primary,2001,308578
district,469,2011,Middle,2001,112479
district,469,2011,Secondary Matric,2001,153151
district,469,2011,Graduate Above,2001,24897
district,170,2011,Below Primary,2001,196964
district,170,2011,Primary,2001,177757
district,170,2011,Middle,2001,128951
district,170,2011,Secondary Matric,2001,106364
district,170,2011,Graduate Above,2001,39166
district,9,2011,Below Primary,2001,665866
district,9,2011,Primary,2001,993052
district,9,2011,Middle,2001,591695
district,9,2011,Secondary Matric,2001,1735275
district,9,2011,Graduate Above,2001,736744
district,572,2011,Below Primary,2001,665866
district,572,2011,Primary,2001,993052
district,572,2011,Middle,2001,591695
district,572,2011,Secondary Matric,2001,1735275
district,572,2011,Graduate Above,2001,736744
district,583,2011,Below Primary,2001,0
district,583,2011,Primary,2001,0
district,583,2011,Middle,2001,0
district,583,2011,Secondary Matric,2001,0
district,583,2011,Graduate Above,2001,0
district,225,2011,Below Primary,2001,137137
district,225,2011,Primary,2001,161536
district,225,2011,Middle,2001,83442
district,225,2011,Secondary Matric,2001,118870
district,225,2011,Graduate Above,2001,24495
district,339,2011,Below Primary,2001,640634
district,339,2011,Primary,2001,411875
district,339,2011,Middle,2001,330270
district,339,2011,Secondary Matric,2001,240753
district,339,2011,Graduate Above,2001,78487
district,125,2011,Below Primary,2001,182922
district,125,2011,Primary,2001,134908
district,125,2011,Middle,2001,79162
district,125,2011,Secondary Matric,2001,67938
district,125,2011,Graduate Above,2001,21972
district,176,2011,Below Primary,2001,90604
district,176,2011,Primary,2001,97012
district,176,2011,Middle,2001,96009
district,176,2011,Secondary Matric,2001,106243
district,176,2011,Graduate Above,2001,25681
district,8,2011,Below Primary,2001,90604
district,8,2011,Primary,2001,97012
district,8,2011,Middle,2001,96009
district,8,2011,Secondary Matric,2001,106243
district,8,2011,Graduate Above,2001,25681
district,128,2011,Below Primary,2001,175161
district,128,2011,Primary,2001,145677
district,128,2011,Middle,2001,76951
district,128,2011,Secondary Matric,2001,64461
district,128,2011,Graduate Above,2001,18778
