country,IN,Primary,840546
country,IN,Prime with upper primary,282080
country,IN,Primary with upper primary sec/H.sec,41173
country,IN,Upper primary only,147544
country,IN,Upper primary with Sec/H.sec,35782
country,IN,Primary with upper primary,49400
country,IN,Upper primary with sec,52553
district,532,Primary,3080
district,532,Prime with upper primary,734
district,532,Primary with upper primary sec/H.sec,9
district,532,Upper primary only,0
district,532,Upper primary with Sec/H.sec,10
district,532,Primary with upper primary,371
district,532,Upper primary with sec,476
district,146,Primary,3048
district,146,Prime with upper primary,366
district,146,Primary with upper primary sec/H.sec,98
district,146,Upper primary only,1103
district,146,Upper primary with Sec/H.sec,167
district,146,Primary with upper primary,52
district,146,Upper primary with sec,62
district,474,Primary,0
district,474,Prime with upper primary,0
district,474,Primary with upper primary sec/H.sec,0
district,474,Upper primary only,0
district,474,Upper primary with Sec/H.sec,0
district,474,Primary with upper primary,0
district,474,Upper primary with sec,0
district,522,Primary,3363
district,522,Prime with upper primary,814
district,522,Primary with upper primary sec/H.sec,34
district,522,Upper primary only,0
district,522,Upper primary with Sec/H.sec,254
district,522,Primary with upper primary,54
district,522,Upper primary with sec,397
district,283,Primary,308
district,283,Prime with upper primary,163
district,283,Primary with upper primary sec/H.sec,0
district,283,Upper primary only,245
district,283,Upper primary with Sec/H.sec,0
district,283,Primary with upper primary,0
district,283,Upper primary with sec,0
district,119,Primary,1083
district,119,Prime with upper primary,1331
district,119,Primary with upper primary sec/H.sec,491
district,119,Upper primary only,6
district,119,Upper primary with Sec/H.sec,24
district,119,Primary with upper primary,359
district,119,Upper primary with sec,6
district,501,Primary,751
district,501,Prime with upper primary,546
district,501,Primary with upper primary sec/H.sec,6
district,501,Upper primary only,1
district,501,Upper primary with Sec/H.sec,138
district,501,Primary with upper primary,29
district,501,Upper primary with sec,124
district,598,Primary,483
district,598,Prime with upper primary,202
district,598,Primary with upper primary sec/H.sec,76
district,598,Upper primary only,41
district,598,Upper primary with Sec/H.sec,78
district,598,Primary with upper primary,75
district,598,Upper primary with sec,45
district,143,Primary,2546
district,143,Prime with upper primary,187
district,143,Primary with upper primary sec/H.sec,44
district,143,Upper primary only,950
