country,IN,Primary only,Boys,832623
country,IN,Primary only,Girls,834087
country,IN,Primary with upper primary,Boys,278210
country,IN,Primary with upper primary,Girls,279668
country,IN,Primary with upper primary sec/h.sec,Boys,40087
country,IN,Primary with upper primary sec/h.sec,Girls,40709
country,IN,Upper primary only,Boys,140765
country,IN,Upper primary only,Girls,145486
country,IN,Upper primary with sec./h.sec,Boys,31666
country,IN,Upper primary with sec./h.sec,Girls,33517
country,IN,Primary with upper primary sec,Boys,48596
country,IN,Primary with upper primary sec,Girls,48885
country,IN,Upper primary with  sec.,Boys,47716
country,IN,Upper primary with  sec.,Girls,51472
district,532,Primary only,Boys,3071
district,532,Primary only,Girls,3066
district,532,Primary with upper primary,Boys,727
district,532,Primary with upper primary,Girls,730
district,532,Primary with upper primary sec/h.sec,Boys,2
district,532,Primary with upper primary sec/h.sec,Girls,7
district,532,Upper primary only,Boys,0
district,532,Upper primary only,Girls,0
district,532,Upper primary with sec./h.sec,Boys,10
district,532,Upper primary with sec./h.sec,Girls,10
district,532,Primary with upper primary sec,Boys,326
district,532,Primary with upper primary sec,Girls,310
district,532,Upper primary with  sec.,Boys,407
district,532,Upper primary with  sec.,Girls,471
district,146,Primary only,Boys,3041
district,146,Primary only,Girls,3043
district,146,Primary with upper primary,Boys,365
district,146,Primary with upper primary,Girls,366
district,146,Primary with upper primary sec/h.sec,Boys,85
district,146,Primary with upper primary sec/h.sec,Girls,98
district,146,Upper primary only,Boys,1082
district,146,Upper primary only,Girls,1099
district,146,Upper primary with sec./h.sec,Boys,148
district,146,Upper primary with sec./h.sec,Girls,158
district,146,Primary with upper primary sec,Boys,52
district,146,Primary with upper primary sec,Girls,52
district,146,Upper primary with  sec.,Boys,59
district,146,Upper primary with  sec.,Girls,62
district,474,Primary only,Boys,339
district,474,Primary only,Girls,344
district,474,Primary with upper primary,Boys,2143
district,474,Primary with upper primary,Girls,2155
district,474,Primary with upper primary sec/h.sec,Boys,121
district,474,Primary with upper primary sec/h.sec,Girls,121
