country,IN,2011,Primary Only ,Female,2015,1231720
country,IN,2011,Primary With Upper Primary ,Female,2015,1002520
country,IN,2011,Primary With Upper Primary Sec/H.Sec ,Female,2015,545545
country,IN,2011,Upper Primary Only ,Female,2015,196620
country,IN,2011,Upper Primary With Sec./H.Sec ,Female,2015,312336
country,IN,2011,Primary With Upper Primary Sec ,Female,2015,362802
country,IN,2011,Upper Primary With  Sec. ,Female,2015,223629
country,IN,2011,Primary Only ,male,2015,1366133
country,IN,2011,Primary With Upper Primary ,male,2015,998329
country,IN,2011,Primary With Upper Primary Sec/H.Sec ,male,2015,343252
country,IN,2011,Upper Primary Only ,male,2015,377627
country,IN,2011,Upper Primary With Sec./H.Sec ,male,2015,453032
country,IN,2011,Primary With Upper Primary Sec ,male,2015,280525
country,IN,2011,Upper Primary With  Sec. ,male,2015,326402
district,532,2011,Primary Only ,Female,2015,1864
district,532,2011,Primary With Upper Primary ,Female,2015,2043
district,532,2011,Primary With Upper Primary Sec/H.Sec ,Female,2015,72
district,532,2011,Upper Primary Only ,Female,2015,0
district,532,2011,Upper Primary With Sec./H.Sec ,Female,2015,55
district,532,2011,Primary With Upper Primary Sec ,Female,2015,2223
district,532,2011,Upper Primary With  Sec. ,Female,2015,1810
district,532,2011,Primary Only ,male,2015,3446
district,532,2011,Primary With Upper Primary ,male,2015,2245
district,532,2011,Primary With Upper Primary Sec/H.Sec ,male,2015,33
district,532,2011,Upper Primary Only ,male,2015,0
district,532,2011,Upper Primary With Sec./H.Sec ,male,2015,96
district,532,2011,Primary With Upper Primary Sec ,male,2015,2965
district,532,2011,Upper Primary With  Sec. ,male,2015,3257
district,146,2011,Primary Only ,Female,2015,5762
district,146,2011,Primary With Upper Primary ,Female,2015,799
district,146,2011,Primary With Upper Primary Sec/H.Sec ,Female,2015,446
district,146,2011,Upper Primary Only ,Female,2015,1865
district,146,2011,Upper Primary With Sec./H.Sec ,Female,2015,384
district,146,2011,Primary With Upper Primary Sec ,Female,2015,84
district,146,2011,Upper Primary With  Sec. ,Female,2015,77
district,146,2011,Primary Only ,male,2015,5212
district,146,2011,Primary With Upper Primary ,male,2015,1037
district,146,2011,Primary With Upper Primary Sec/H.Sec ,male,2015,467
district,146,2011,Upper Primary Only ,male,2015,1909
district,146,2011,Upper Primary With Sec./H.Sec ,male,2015,1119
district,146,2011,Primary With Upper Primary Sec ,male,2015,185
district,146,2011,Upper Primary With  Sec. ,male,2015,182
district,474,2011,Primary Only ,Female,2015,4286
district,474,2011,Primary With Upper Primary ,Female,2015,2691
district,474,2011,Primary With Upper Primary Sec/H.Sec ,Female,2015,356
district,474,2011,Upper Primary Only ,Female,2015,0
district,474,2011,Upper Primary With Sec./H.Sec ,Female,2015,1564
district,474,2011,Primary With Upper Primary Sec ,Female,2015,303
district,474,2011,Upper Primary With  Sec. ,Female,2015,1002
district,474,2011,Primary Only ,male,2015,5183
district,474,2011,Primary With Upper Primary ,male,2015,3134
district,474,2011,Primary With Upper Primary Sec/H.Sec ,male,2015,528
district,474,2011,Upper Primary Only ,male,2015,0
district,474,2011,Upper Primary With Sec./H.Sec ,male,2015,5255
district,474,2011,Primary With Upper Primary Sec ,male,2015,468
district,474,2011,Upper Primary With  Sec. ,male,2015,3528
district,522,2011,Primary Only ,Female,2015,4286
district,522,2011,Primary With Upper Primary ,Female,2015,2691
district,522,2011,Primary With Upper Primary Sec/H.Sec ,Female,2015,356
district,522,2011,Upper Primary Only ,Female,2015,0
district,522,2011,Upper Primary With Sec./H.Sec ,Female,2015,1564
district,522,2011,Primary With Upper Primary Sec ,Female,2015,303
district,522,2011,Upper Primary With  Sec. ,Female,2015,1002
district,522,2011,Primary Only ,male,2015,5183
district,522,2011,Primary With Upper Primary ,male,2015,3134
district,522,2011,Primary With Upper Primary Sec/H.Sec ,male,2015,528
district,522,2011,Upper Primary Only ,male,2015,0
district,522,2011,Upper Primary With Sec./H.Sec ,male,2015,5255
district,522,2011,Primary With Upper Primary Sec ,male,2015,468
district,522,2011,Upper Primary With  Sec. ,male,2015,3528
district,283,2011,Primary Only ,Female,2015,897
district,283,2011,Primary With Upper Primary ,Female,2015,1286
district,283,2011,Primary With Upper Primary Sec/H.Sec ,Female,2015,0
district,283,2011,Upper Primary Only ,Female,2015,821
district,283,2011,Upper Primary With Sec./H.Sec ,Female,2015,0
district,283,2011,Primary With Upper Primary Sec ,Female,2015,0
district,283,2011,Upper Primary With  Sec. ,Female,2015,0
district,283,2011,Primary Only ,male,2015,449
district,283,2011,Primary With Upper Primary ,male,2015,684
district,283,2011,Primary With Upper Primary Sec/H.Sec ,male,2015,0
district,283,2011,Upper Primary Only ,male,2015,1070
district,283,2011,Upper Primary With Sec./H.Sec ,male,2015,0
district,283,2011,Primary With Upper Primary Sec ,male,2015,0
district,283,2011,Upper Primary With  Sec. ,male,2015,0
district,119,2011,Primary Only ,Female,2015,1613
district,119,2011,Primary With Upper Primary ,Female,2015,5130
district,119,2011,Primary With Upper Primary Sec/H.Sec ,Female,2015,4283
district,119,2011,Upper Primary Only ,Female,2015,28
district,119,2011,Upper Primary With Sec./H.Sec ,Female,2015,157
district,119,2011,Primary With Upper Primary Sec ,Female,2015,2196
district,119,2011,Upper Primary With  Sec. ,Female,2015,20
district,119,2011,Primary Only ,male,2015,1366
district,119,2011,Primary With Upper Primary ,male,2015,4048
district,119,2011,Primary With Upper Primary Sec/H.Sec ,male,2015,3482
district,119,2011,Upper Primary Only ,male,2015,0
district,119,2011,Upper Primary With Sec./H.Sec ,male,2015,170
district,119,2011,Primary With Upper Primary Sec ,male,2015,1806
district,119,2011,Upper Primary With  Sec. ,male,2015,22
district,501,2011,Primary Only ,Female,2015,1085
district,501,2011,Primary With Upper Primary ,Female,2015,2030
district,501,2011,Primary With Upper Primary Sec/H.Sec ,Female,2015,114
district,501,2011,Upper Primary Only ,Female,2015,1
district,501,2011,Upper Primary With Sec./H.Sec ,Female,2015,715
district,501,2011,Primary With Upper Primary Sec ,Female,2015,281
district,501,2011,Upper Primary With  Sec. ,Female,2015,441
district,501,2011,Primary Only ,male,2015,1174
district,501,2011,Primary With Upper Primary ,male,2015,2327
district,501,2011,Primary With Upper Primary Sec/H.Sec ,male,2015,80
district,501,2011,Upper Primary Only ,male,2015,0
district,501,2011,Upper Primary With Sec./H.Sec ,male,2015,2157
district,501,2011,Primary With Upper Primary Sec ,male,2015,230
district,501,2011,Upper Primary With  Sec. ,male,2015,975
district,598,2011,Primary Only ,Female,2015,2344
district,598,2011,Primary With Upper Primary ,Female,2015,1992
district,598,2011,Primary With Upper Primary Sec/H.Sec ,Female,2015,2575
district,598,2011,Upper Primary Only ,Female,2015,275
district,598,2011,Upper Primary With Sec./H.Sec ,Female,2015,2464
district,598,2011,Primary With Upper Primary Sec ,Female,2015,1525
district,598,2011,Upper Primary With  Sec. ,Female,2015,820
district,598,2011,Primary Only ,male,2015,251
district,598,2011,Primary With Upper Primary ,male,2015,233
district,598,2011,Primary With Upper Primary Sec/H.Sec ,male,2015,341
district,598,2011,Upper Primary Only ,male,2015,60
district,598,2011,Upper Primary With Sec./H.Sec ,male,2015,772
district,598,2011,Primary With Upper Primary Sec ,male,2015,194
district,598,2011,Upper Primary With  Sec. ,male,2015,182
district,143,2011,Primary Only ,Female,2015,4535
district,143,2011,Primary With Upper Primary ,Female,2015,674
district,143,2011,Primary With Upper Primary Sec/H.Sec ,Female,2015,311
district,143,2011,Upper Primary Only ,Female,2015,1365
district,143,2011,Upper Primary With Sec./H.Sec ,Female,2015,802
district,143,2011,Primary With Upper Primary Sec ,Female,2015,55
district,143,2011,Upper Primary With  Sec. ,Female,2015,227
district,143,2011,Primary Only ,male,2015,5053
district,143,2011,Primary With Upper Primary ,male,2015,645
district,143,2011,Primary With Upper Primary Sec/H.Sec ,male,2015,385
district,143,2011,Upper Primary Only ,male,2015,2038
district,143,2011,Upper Primary With Sec./H.Sec ,male,2015,2235
district,143,2011,Primary With Upper Primary Sec ,male,2015,109
district,143,2011,Upper Primary With  Sec. ,male,2015,822
district,465,2011,Primary Only ,Female,2015,1082
district,465,2011,Primary With Upper Primary ,Female,2015,215
district,465,2011,Primary With Upper Primary Sec/H.Sec ,Female,2015,67
district,465,2011,Upper Primary Only ,Female,2015,378
district,465,2011,Upper Primary With Sec./H.Sec ,Female,2015,2
district,465,2011,Primary With Upper Primary Sec ,Female,2015,32
district,465,2011,Upper Primary With  Sec. ,Female,2015,0
district,465,2011,Primary Only ,male,2015,2285
district,465,2011,Primary With Upper Primary ,male,2015,131
district,465,2011,Primary With Upper Primary Sec/H.Sec ,male,2015,24
district,465,2011,Upper Primary Only ,male,2015,871
district,465,2011,Upper Primary With Sec./H.Sec ,male,2015,24
district,465,2011,Primary With Upper Primary Sec ,male,2015,22
district,465,2011,Upper Primary With  Sec. ,male,2015,0
district,175,2011,Primary Only ,Female,2015,7135
district,175,2011,Primary With Upper Primary ,Female,2015,1330
district,175,2011,Primary With Upper Primary Sec/H.Sec ,Female,2015,917
district,175,2011,Upper Primary Only ,Female,2015,2538
district,175,2011,Upper Primary With Sec./H.Sec ,Female,2015,550
district,175,2011,Primary With Upper Primary Sec ,Female,2015,206
district,175,2011,Upper Primary With  Sec. ,Female,2015,173
district,175,2011,Primary Only ,male,2015,6548
district,175,2011,Primary With Upper Primary ,male,2015,1679
district,175,2011,Primary With Upper Primary Sec/H.Sec ,male,2015,1240
district,175,2011,Upper Primary Only ,male,2015,3252
district,175,2011,Upper Primary With Sec./H.Sec ,male,2015,2870
district,175,2011,Primary With Upper Primary Sec ,male,2015,409
district,175,2011,Upper Primary With  Sec. ,male,2015,643
district,64,2011,Primary Only ,Female,2015,1604
district,64,2011,Primary With Upper Primary ,Female,2015,356
district,64,2011,Primary With Upper Primary Sec/H.Sec ,Female,2015,225
district,64,2011,Upper Primary Only ,Female,2015,188
district,64,2011,Upper Primary With Sec./H.Sec ,Female,2015,614
district,64,2011,Primary With Upper Primary Sec ,Female,2015,0
district,64,2011,Upper Primary With  Sec. ,Female,2015,275
district,64,2011,Primary Only ,male,2015,1743
district,64,2011,Primary With Upper Primary ,male,2015,282
district,64,2011,Primary With Upper Primary Sec/H.Sec ,male,2015,129
district,64,2011,Upper Primary Only ,male,2015,373
district,64,2011,Upper Primary With Sec./H.Sec ,male,2015,1641
district,64,2011,Primary With Upper Primary Sec ,male,2015,4
district,64,2011,Upper Primary With  Sec. ,male,2015,444
district,104,2011,Primary Only ,Female,2015,1420
district,104,2011,Primary With Upper Primary ,Female,2015,5011
district,104,2011,Primary With Upper Primary Sec/H.Sec ,Female,2015,3060
district,104,2011,Upper Primary Only ,Female,2015,91
district,104,2011,Upper Primary With Sec./H.Sec ,Female,2015,249
district,104,2011,Primary With Upper Primary Sec ,Female,2015,2437
district,104,2011,Upper Primary With  Sec. ,Female,2015,34
district,104,2011,Primary Only ,male,2015,2239
district,104,2011,Primary With Upper Primary ,male,2015,7789
district,104,2011,Primary With Upper Primary Sec/H.Sec ,male,2015,7575
district,104,2011,Upper Primary Only ,male,2015,1
district,104,2011,Upper Primary With Sec./H.Sec ,male,2015,537
district,104,2011,Primary With Upper Primary Sec ,male,2015,5375
district,104,2011,Upper Primary With  Sec. ,male,2015,42
district,70,2011,Primary Only ,Female,2015,1020
district,70,2011,Primary With Upper Primary ,Female,2015,760
district,70,2011,Primary With Upper Primary Sec/H.Sec ,Female,2015,2366
district,70,2011,Upper Primary Only ,Female,2015,201
district,70,2011,Upper Primary With Sec./H.Sec ,Female,2015,837
district,70,2011,Primary With Upper Primary Sec ,Female,2015,738
district,70,2011,Upper Primary With  Sec. ,Female,2015,352
district,70,2011,Primary Only ,male,2015,656
district,70,2011,Primary With Upper Primary ,male,2015,133
district,70,2011,Primary With Upper Primary Sec/H.Sec ,male,2015,527
district,70,2011,Upper Primary Only ,male,2015,267
district,70,2011,Upper Primary With Sec./H.Sec ,male,2015,810
district,70,2011,Primary With Upper Primary Sec ,male,2015,136
district,70,2011,Upper Primary With  Sec. ,male,2015,336
district,178,2011,Primary Only ,Female,2015,3765
district,178,2011,Primary With Upper Primary ,Female,2015,394
district,178,2011,Primary With Upper Primary Sec/H.Sec ,Female,2015,82
district,178,2011,Upper Primary Only ,Female,2015,1466
district,178,2011,Upper Primary With Sec./H.Sec ,Female,2015,145
district,178,2011,Primary With Upper Primary Sec ,Female,2015,8
district,178,2011,Upper Primary With  Sec. ,Female,2015,79
district,178,2011,Primary Only ,male,2015,4266
district,178,2011,Primary With Upper Primary ,male,2015,706
district,178,2011,Primary With Upper Primary Sec/H.Sec ,male,2015,125
district,178,2011,Upper Primary Only ,male,2015,2858
district,178,2011,Upper Primary With Sec./H.Sec ,male,2015,840
district,178,2011,Primary With Upper Primary Sec ,male,2015,45
district,178,2011,Upper Primary With  Sec. ,male,2015,227
district,503,2011,Primary Only ,Female,2015,1943
district,503,2011,Primary With Upper Primary ,Female,2015,2828
district,503,2011,Primary With Upper Primary Sec/H.Sec ,Female,2015,159
district,503,2011,Upper Primary Only ,Female,2015,0
district,503,2011,Upper Primary With Sec./H.Sec ,Female,2015,1342
district,503,2011,Primary With Upper Primary Sec ,Female,2015,612
district,503,2011,Upper Primary With  Sec. ,Female,2015,966
