country,IN,2011,Primary Only ,Government,2013,674222
country,IN,2011,Primary With Upper Primary ,Government,2013,163902
country,IN,2011,Primary With Upper Primary Sec/H.Sec ,Government,2013,10123
country,IN,2011,Upper Primary Only ,Government,2013,113683
country,IN,2011,Upper Primary With Sec./H.Sec ,Government,2013,19752
country,IN,2011,Primary With Upper Primary Sec ,Government,2013,14702
country,IN,2011,Upper Primary With  Sec. ,Government,2013,26951
country,IN,2011,Primary Only ,Private,2013,106229
country,IN,2011,Primary With Upper Primary ,Private,2013,90566
country,IN,2011,Primary With Upper Primary Sec/H.Sec ,Private,2013,26472
country,IN,2011,Upper Primary Only ,Private,2013,24997
country,IN,2011,Upper Primary With Sec./H.Sec ,Private,2013,15306
country,IN,2011,Primary With Upper Primary Sec ,Private,2013,28746
country,IN,2011,Upper Primary With  Sec. ,Private,2013,22265
district,532,2011,Primary Only ,Government,2013,1045
district,532,2011,Primary With Upper Primary ,Government,2013,254
district,532,2011,Primary With Upper Primary Sec/H.Sec ,Government,2013,15
district,532,2011,Upper Primary Only ,Government,2013,176
district,532,2011,Upper Primary With Sec./H.Sec ,Government,2013,30
district,532,2011,Primary With Upper Primary Sec ,Government,2013,22
district,532,2011,Upper Primary With  Sec. ,Government,2013,41
district,532,2011,Primary Only ,Private,2013,164
district,532,2011,Primary With Upper Primary ,Private,2013,140
district,532,2011,Primary With Upper Primary Sec/H.Sec ,Private,2013,41
district,532,2011,Upper Primary Only ,Private,2013,38
district,532,2011,Upper Primary With Sec./H.Sec ,Private,2013,23
district,532,2011,Primary With Upper Primary Sec ,Private,2013,44
district,532,2011,Upper Primary With  Sec. ,Private,2013,34
district,146,2011,Primary Only ,Government,2013,1045
district,146,2011,Primary With Upper Primary ,Government,2013,254
district,146,2011,Primary With Upper Primary Sec/H.Sec ,Government,2013,15
district,146,2011,Upper Primary Only ,Government,2013,176
district,146,2011,Upper Primary With Sec./H.Sec ,Government,2013,30
district,146,2011,Primary With Upper Primary Sec ,Government,2013,22
district,146,2011,Upper Primary With  Sec. ,Government,2013,41
district,146,2011,Primary Only ,Private,2013,164
district,146,2011,Primary With Upper Primary ,Private,2013,140
district,146,2011,Primary With Upper Primary Sec/H.Sec ,Private,2013,41
district,146,2011,Upper Primary Only ,Private,2013,38
district,146,2011,Upper Primary With Sec./H.Sec ,Private,2013,23
district,146,2011,Primary With Upper Primary Sec ,Private,2013,44
district,146,2011,Upper Primary With  Sec. ,Private,2013,34
district,474,2011,Primary Only ,Government,2013,1045
district,474,2011,Primary With Upper Primary ,Government,2013,254
district,474,2011,Primary With Upper Primary Sec/H.Sec ,Government,2013,15
district,474,2011,Upper Primary Only ,Government,2013,176
district,474,2011,Upper Primary With Sec./H.Sec ,Government,2013,30
district,474,2011,Primary With Upper Primary Sec ,Government,2013,22
district,474,2011,Upper Primary With  Sec. ,Government,2013,41
district,474,2011,Primary Only ,Private,2013,164
district,474,2011,Primary With Upper Primary ,Private,2013,140
district,474,2011,Primary With Upper Primary Sec/H.Sec ,Private,2013,41
district,474,2011,Upper Primary Only ,Private,2013,38
district,474,2011,Upper Primary With Sec./H.Sec ,Private,2013,23
district,474,2011,Primary With Upper Primary Sec ,Private,2013,44
district,474,2011,Upper Primary With  Sec. ,Private,2013,34
district,522,2011,Primary Only ,Government,2013,1045
district,522,2011,Primary With Upper Primary ,Government,2013,254
