country,IN,2011,Primary Only ,Boys,2015,832505
country,IN,2011,Primary With Upper Primary ,Boys,2015,278088
country,IN,2011,Primary With Upper Primary Sec/H.Sec ,Boys,2015,40088
country,IN,2011,Upper Primary Only ,Boys,2015,140800
country,IN,2011,Upper Primary With Sec./H.Sec ,Boys,2015,31669
country,IN,2011,Primary With Upper Primary Sec ,Boys,2015,48592
country,IN,2011,Upper Primary With  Sec. ,Boys,2015,47716
country,IN,2011,Primary Only ,Girls,2015,833969
country,IN,2011,Primary With Upper Primary ,Girls,2015,279546
country,IN,2011,Primary With Upper Primary Sec/H.Sec ,Girls,2015,40710
country,IN,2011,Upper Primary Only ,Girls,2015,145520
country,IN,2011,Upper Primary With Sec./H.Sec ,Girls,2015,33520
country,IN,2011,Primary With Upper Primary Sec ,Girls,2015,48881
country,IN,2011,Upper Primary With  Sec. ,Girls,2015,51472
district,532,2011,Primary Only ,Boys,2015,3071
district,532,2011,Primary With Upper Primary ,Boys,2015,727
district,532,2011,Primary With Upper Primary Sec/H.Sec ,Boys,2015,2
district,532,2011,Upper Primary Only ,Boys,2015,0
district,532,2011,Upper Primary With Sec./H.Sec ,Boys,2015,10
district,532,2011,Primary With Upper Primary Sec ,Boys,2015,326
district,532,2011,Upper Primary With  Sec. ,Boys,2015,407
district,532,2011,Primary Only ,Girls,2015,3066
district,532,2011,Primary With Upper Primary ,Girls,2015,730
district,532,2011,Primary With Upper Primary Sec/H.Sec ,Girls,2015,7
district,532,2011,Upper Primary Only ,Girls,2015,0
district,532,2011,Upper Primary With Sec./H.Sec ,Girls,2015,10
district,532,2011,Primary With Upper Primary Sec ,Girls,2015,310
district,532,2011,Upper Primary With  Sec. ,Girls,2015,471
district,146,2011,Primary Only ,Boys,2015,3041
district,146,2011,Primary With Upper Primary ,Boys,2015,365
district,146,2011,Primary With Upper Primary Sec/H.Sec ,Boys,2015,85
district,146,2011,Upper Primary Only ,Boys,2015,1082
district,146,2011,Upper Primary With Sec./H.Sec ,Boys,2015,148
district,146,2011,Primary With Upper Primary Sec ,Boys,2015,52
district,146,2011,Upper Primary With  Sec. ,Boys,2015,59
district,146,2011,Primary Only ,Girls,2015,3043
district,146,2011,Primary With Upper Primary ,Girls,2015,366
district,146,2011,Primary With Upper Primary Sec/H.Sec ,Girls,2015,98
district,146,2011,Upper Primary Only ,Girls,2015,1099
district,146,2011,Upper Primary With Sec./H.Sec ,Girls,2015,158
district,146,2011,Primary With Upper Primary Sec ,Girls,2015,52
district,146,2011,Upper Primary With  Sec. ,Girls,2015,62
district,474,2011,Primary Only ,Boys,2015,3343
district,474,2011,Primary With Upper Primary ,Boys,2015,807
district,474,2011,Primary With Upper Primary Sec/H.Sec ,Boys,2015,33
district,474,2011,Upper Primary Only ,Boys,2015,0
district,474,2011,Upper Primary With Sec./H.Sec ,Boys,2015,246
district,474,2011,Primary With Upper Primary Sec ,Boys,2015,53
district,474,2011,Upper Primary With  Sec. ,Boys,2015,383
district,474,2011,Primary Only ,Girls,2015,3345
district,474,2011,Primary With Upper Primary ,Girls,2015,810
district,474,2011,Primary With Upper Primary Sec/H.Sec ,Girls,2015,34
district,474,2011,Upper Primary Only ,Girls,2015,0
district,474,2011,Upper Primary With Sec./H.Sec ,Girls,2015,252
district,474,2011,Primary With Upper Primary Sec ,Girls,2015,54
district,474,2011,Upper Primary With  Sec. ,Girls,2015,391
district,522,2011,Primary Only ,Boys,2015,3343
district,522,2011,Primary With Upper Primary ,Boys,2015,807
district,522,2011,Primary With Upper Primary Sec/H.Sec ,Boys,2015,33
district,522,2011,Upper Primary Only ,Boys,2015,0
district,522,2011,Upper Primary With Sec./H.Sec ,Boys,2015,246
district,522,2011,Primary With Upper Primary Sec ,Boys,2015,53
district,522,2011,Upper Primary With  Sec. ,Boys,2015,383
district,522,2011,Primary Only ,Girls,2015,3345
district,522,2011,Primary With Upper Primary ,Girls,2015,810
district,522,2011,Primary With Upper Primary Sec/H.Sec ,Girls,2015,34
district,522,2011,Upper Primary Only ,Girls,2015,0
district,522,2011,Upper Primary With Sec./H.Sec ,Girls,2015,252
district,522,2011,Primary With Upper Primary Sec ,Girls,2015,54
district,522,2011,Upper Primary With  Sec. ,Girls,2015,391
district,283,2011,Primary Only ,Boys,2015,307
district,283,2011,Primary With Upper Primary ,Boys,2015,163
district,283,2011,Primary With Upper Primary Sec/H.Sec ,Boys,2015,0
district,283,2011,Upper Primary Only ,Boys,2015,243
district,283,2011,Upper Primary With Sec./H.Sec ,Boys,2015,0
district,283,2011,Primary With Upper Primary Sec ,Boys,2015,0
district,283,2011,Upper Primary With  Sec. ,Boys,2015,0
district,283,2011,Primary Only ,Girls,2015,308
district,283,2011,Primary With Upper Primary ,Girls,2015,163
district,283,2011,Primary With Upper Primary Sec/H.Sec ,Girls,2015,0
district,283,2011,Upper Primary Only ,Girls,2015,245
district,283,2011,Upper Primary With Sec./H.Sec ,Girls,2015,0
district,283,2011,Primary With Upper Primary Sec ,Girls,2015,0
