country,IN,Sub Centre,189274
country,IN,PHCS,1012714
country,IN,CHCS,4451051
district,532,Sub Centre,0
district,532,PHCS,0
district,532,CHCS,0
district,146,Sub Centre,0
district,146,PHCS,0
district,146,CHCS,0
district,474,Sub Centre,0
district,474,PHCS,0
district,474,CHCS,0
district,522,Sub Centre,0
district,522,PHCS,0
district,522,CHCS,0
district,283,Sub Centre,0
district,283,PHCS,0
district,283,CHCS,0
district,119,Sub Centre,0
district,119,PHCS,0
district,119,CHCS,0
district,501,Sub Centre,0
district,501,PHCS,0
district,501,CHCS,0
district,598,Sub Centre,0
district,598,PHCS,0
district,598,CHCS,0
district,143,Sub Centre,0
district,143,PHCS,0
district,143,CHCS,0
district,465,Sub Centre,0
district,465,PHCS,0
district,465,CHCS,0
district,175,Sub Centre,0
district,175,PHCS,0
district,175,CHCS,0
district,64,Sub Centre,0
district,64,PHCS,0
district,64,CHCS,0
district,104,Sub Centre,0
district,104,PHCS,0
district,104,CHCS,0
district,70,Sub Centre,0
district,70,PHCS,0
district,70,CHCS,0
district,178,Sub Centre,0
district,178,PHCS,0
district,178,CHCS,0
district,503,Sub Centre,0
district,503,PHCS,0
district,503,CHCS,0
district,480,Sub Centre,0
district,480,PHCS,0
district,480,CHCS,0
district,49,Sub Centre,0
district,49,PHCS,0
district,49,CHCS,0
district,482,Sub Centre,0
district,482,PHCS,0
district,482,CHCS,0
district,553,Sub Centre,0
district,553,PHCS,0
district,553,CHCS,0
district,14,Sub Centre,0
district,14,PHCS,0
district,14,CHCS,0
district,260,Sub Centre,0
district,260,PHCS,0
district,260,CHCS,0
district,384,Sub Centre,0
district,384,PHCS,0
district,384,CHCS,0
district,461,Sub Centre,0
district,461,PHCS,0
district,461,CHCS,0
district,209,Sub Centre,0
district,209,PHCS,0
district,209,CHCS,0
district,616,Sub Centre,0
district,616,PHCS,0
district,616,CHCS,0
district,240,Sub Centre,0
district,240,PHCS,0
district,240,CHCS,0
district,459,Sub Centre,0
district,459,PHCS,0
district,459,CHCS,0
district,162,Sub Centre,0
district,162,PHCS,0
district,162,CHCS,0
district,235,Sub Centre,0
district,515,Sub Centre,0
district,235,PHCS,0
district,515,PHCS,0
district,235,CHCS,0
district,515,CHCS,0
district,191,Sub Centre,0
district,191,PHCS,0
district,191,CHCS,0
district,2,Sub Centre,0
district,2,PHCS,0
district,2,CHCS,0
district,556,Sub Centre,0
district,556,PHCS,0
district,556,CHCS,0
district,63,Sub Centre,0
district,63,PHCS,0
district,63,CHCS,0
district,139,Sub Centre,0
district,139,PHCS,0
district,139,CHCS,0
district,180,Sub Centre,0
district,180,PHCS,0
district,180,CHCS,0
district,324,Sub Centre,0
district,324,PHCS,0
district,324,CHCS,0
