country,IN,Primary only,Boys toilet,803077
country,IN,Primary with upper primary,Boys toilet,273753
country,IN,Primary with upper primary sec/h.sec,Boys toilet,39840
country,IN,Upper primary only,Boys toilet,135137
country,IN,Upper primary with sec./h.sec,Boys toilet,31510
country,IN,Primary with upper primary sec,Boys toilet,48030
country,IN,Upper primary with  sec.,Boys toilet,46782
country,IN,Primary only,Girls toilet,808665
country,IN,Primary with upper primary,Girls toilet,276942
country,IN,Primary with upper primary sec/h.sec,Girls toilet,40596
country,IN,Upper primary only,Girls toilet,140132
country,IN,Upper primary with sec./h.sec,Girls toilet,33382
country,IN,Primary with upper primary sec,Girls toilet,48550
country,IN,Upper primary with  sec.,Girls toilet,50867
district,532,Primary only,Boys toilet,3071
district,532,Primary with upper primary,Boys toilet,727
district,532,Primary with upper primary sec/h.sec,Boys toilet,2
district,532,Upper primary only,Boys toilet,0
district,532,Upper primary with sec./h.sec,Boys toilet,10
district,532,Primary with upper primary sec,Boys toilet,326
district,532,Upper primary with  sec.,Boys toilet,407
district,532,Primary only,Girls toilet,3066
district,532,Primary with upper primary,Girls toilet,730
district,532,Primary with upper primary sec/h.sec,Girls toilet,7
district,532,Upper primary only,Girls toilet,0
district,532,Upper primary with sec./h.sec,Girls toilet,10
district,532,Primary with upper primary sec,Girls toilet,310
district,532,Upper primary with  sec.,Girls toilet,471
district,146,Primary only,Boys toilet,3041
district,146,Primary with upper primary,Boys toilet,365
district,146,Primary with upper primary sec/h.sec,Boys toilet,85
district,146,Upper primary only,Boys toilet,1082
district,146,Upper primary with sec./h.sec,Boys toilet,148
district,146,Primary with upper primary sec,Boys toilet,52
district,146,Upper primary with  sec.,Boys toilet,59
district,146,Primary only,Girls toilet,3043
district,146,Primary with upper primary,Girls toilet,366
district,146,Primary with upper primary sec/h.sec,Girls toilet,98
district,146,Upper primary only,Girls toilet,1099
district,146,Upper primary with sec./h.sec,Girls toilet,158
district,146,Primary with upper primary sec,Girls toilet,52
district,146,Upper primary with  sec.,Girls toilet,62
district,474,Primary only,Boys toilet,3321
district,474,Primary with upper primary,Boys toilet,809
district,474,Primary with upper primary sec/h.sec,Boys toilet,34
district,474,Upper primary only,Boys toilet,0
district,474,Upper primary with sec./h.sec,Boys toilet,250
district,474,Primary with upper primary sec,Boys toilet,53
district,474,Upper primary with  sec.,Boys toilet,391
district,474,Primary only,Girls toilet,3321
district,474,Primary with upper primary,Girls toilet,809
